Linux 6.16.9-200.fc42.x86_64 (fedora) 	10/19/2025 	_x86_64_	(12 CPU)

01:32:05 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:32:16 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:32:16 PM    8    4.95    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   93.07
01:32:16 PM    9    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
01:32:16 PM   10    1.98    0.00    1.98    0.99    7.92    0.00    0.00    0.00    0.00   87.13
01:32:16 PM   11    1.00    0.00    2.00    0.00    3.00    1.00    0.00    0.00    0.00   93.00

01:32:16 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:32:17 PM  all   11.23    0.00    0.83    0.00    1.33    0.50    0.00    0.00    0.00   86.11
01:32:17 PM    0    1.01    0.00    0.00    0.00    1.01    1.01    0.00    0.00    0.00   96.97
01:32:17 PM    1   14.85    0.00    0.99    0.00    0.00    0.99    0.00    0.00    0.00   83.17
01:32:17 PM    2    2.97    0.00    0.99    0.00    0.99    0.99    0.00    0.00    0.00   94.06
01:32:17 PM    3   12.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   87.00
01:32:17 PM    4    7.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
01:32:17 PM    5    1.98    0.00    0.99    0.00    0.99    0.99    0.00    0.00    0.00   95.05
01:32:17 PM    6   61.76    0.00    0.98    0.00    0.98    0.00    0.00    0.00    0.00   36.27
01:32:17 PM    7   22.77    0.00    0.00    0.00    0.00    0.99    0.00    0.00    0.00   76.24
01:32:17 PM    8    4.00    0.00    2.00    0.00    1.00    0.00    0.00    0.00    0.00   93.00
01:32:17 PM    9    2.02    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   96.97
01:32:17 PM   10    1.98    0.00    0.99    0.00    7.92    0.99    0.00    0.00    0.00   88.12
01:32:17 PM   11    1.03    0.00    1.03    0.00    3.09    0.00    0.00    0.00    0.00   94.85

01:32:17 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:32:18 PM  all   14.80    0.00    1.34    0.00    1.34    0.25    0.00    0.00    0.00   82.27
